Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
?,?,,Bongo Loop,,Windy Hill (Zone 2),
?,?,,Derbouka Loops,,Desert Ruins (Zone 4),
?,?,,Mellotron Strings,,Desert Ruins (Zone 4),
?,?,,Acoustic Bass,,"Midnight Owl, Owl Lights",
?,?,,Drum Loops,,Midnight Owl (Bayou Drums ver.),
?,?,,Strings,,Owl Lights,
?,?,,Vibraphone,,Owl Lights,
?,?,,Synth Saw,,Dragon Dance,
?,?,,Dubstep Wobble Bass,,Lava Mountain,
?,?,,Drum Kit,,Dr. Eggman Showdown,
?,?,,MIDI Guitar,,Dr. Eggman Showdown,
?,?,,Piano Reverb Hit,Also used in Billy Hatcher,Yoshi's Island Zone,
?,?,,Organ Phrase,Also used in Rhythm Thief,Yoshi's Island Zone,
?,?,,Drum Fill,Also used in Sonic Rush Adventure,Yoshi's Island Zone,
Sonic Forces,,"(Released: November 7, 2017)",,,,
Patch: SEGA,Mega Drive / Genesis,Sonic The Hedgehog 1,Green Hill Zone Bass,,Ghost Town,
Patch: SEGA,Mega Drive / Genesis,Sonic The Hedgehog 2,Death Egg Zone Bass,,Iron Fortress,
Sample: SEGA,Golden Axe II,,Timpani,,Battle with Egg Dragoon Mk. II,
Sample: SEGA,Sonic Spinball,,Toxic Caves Kick,,Ghost Town,
Heavyocity,Damage,,LPS Epic Organic Full,"C2, A2",This Is Our World - Phase 1,
Lennar Digital,Sylenth1,FactoryBank4,393: ARP GameMaster,,Arsenal Pyramid: Interior,
Native Instruments,Rise and Hit,01 - Orchestral,Bowed to Burst,,"A Hero Falls, You May Call Me ""Infinite"", Infinite's Beginning",
reFX,Nexus²,Dance Leads,LD Accelerator,,Luminous Forest,
reFX,Nexus²,Dance Leads,LD Another World,,"Lost Valley, Network Terminal, Sunset Heights, Arsenal Pyramid",
reFX,Nexus²,Dance Leads,LD Exploration of Space,,Fist Bump,
reFX,Nexus²,Dance Leads,LD Magnatron,,,
reFX,Nexus²,Dance Leads,LD Super meets Hyper,,"Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,Dance Leads,LD Supersaw x4,,Fist Bump,
reFX,Nexus²,Dance Leads,LD Trance Saws Wide,,Fist Bump,
reFX,Nexus²,Gated Pads,TG Sequenced 2,,Battle with Infinite - First Bout,
reFX,Nexus²,Piano,PN Rocky Piano,,"Infinite, Battle with Infinite: Second Bout ",
reFX,Nexus²,Plucked,PL Amberpikes,,Imperial Tower,
reFX,Nexus²,Plucked,PL Bit Stylez,,Battle with Infinite: Second Bout,
reFX,Nexus²,Plucked,PL Dyk Pikes,,Arsenal Pyramid: Interior,
reFX,Nexus²,Single Layer Leads,LD Pluckin Synth 5,,Virtual Enemies - Capital City,
reFX,Nexus²,Single Layer Sequences,LD Sidechain Pumpin B,,Virtual Enemies - Capital City,
reFX,Nexus²,XP Dubstep-Electro Vol.1,BA CyberWobble 140 8,,Battle with Metal Sonic [US ver. Remix],
reFX,Nexus²,XP Dubstep-Electro Vol.3,WB Wobble 4 8D 8T,,Battle with Infinite: Second Bout,
reFX,Nexus²,XP Dubstep-Electro Vol.3,WB Wobble 4 8th 16th,,Infinite,
reFX,Nexus²,XP EDM 3,LD Rocking,,"Infinite, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,AR Brass Stabs,,"Battle with Infinite - First Bout, Battle with Infinite: Second Bout",
reFX,Nexus²,XP Trap,AR Haters,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,AR Vocal Eeh,Has pitch bending.,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,BA Dubstep 1,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,BA Dubstep 2,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,BA Subkick,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout",
reFX,Nexus²,XP Trap,BA Yaah,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,FX Big Hit,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
reFX,Nexus²,XP Trap,LD Screamer 2,,Infinite,
reFX,Nexus²,XP Trap,TG Weird Pitcher,,"Battle with Infinite - First Bout, Battle with Infinite: Second Bout",
Spectrasonics,Omnisphere 2,ARP + BPM,Arclight Insistence,,Arsenal Pyramid: Interior,
Spectrasonics,Omnisphere 2,ARP + BPM,Automated Notch Wobble,,Death Crab Pursuit,
Spectrasonics,Omnisphere 2,ARP + BPM,Backwards Pulsing,,The Light of Hope,
Spectrasonics,Omnisphere 2,Hits and Bits,Arclight Demands,,Virtual Enemies - Capital City,
Spectrasonics,Omnisphere 2,Synth Bass,Hardstyle Kick Bass,,Arsenal Pyramid: Interior,
Spectrasonics,Omnisphere 2,Synth Mono,Lazerboy Lead 2,,Arsenal Pyramid: Interior,
Spectrasonics,Omnisphere 2,Synth Mono,Merry Square Lead,,Park Avenue,
Spectrasonics,Omnisphere 2,Synth Short,Filthy Pluck,,Arsenal Pyramid: Interior,
Spectrasonics,Stylus RMX,RMX Grooves -> 125-Evil Echo,125-EvilEcho Evilness,,This Is Our World - Phase 1,
Spectrasonics,Stylus RMX,Sound Menus -> Cinematic,MENU - Ambient Metals,G5,"It's Good to See a Sonic, Infinite's Beginning",
Vengeance Sound,Essential Clubsounds Vol. 1,VEC1 Claps,VEC1 Clap 102,,Final Judgement - Reactor,
Vengeance Sound,Essential Dubstep Vol. 2,VDUB2 Kicks,VDUB2 Kick 009,,Battle with Metal Sonic [US ver. Remix],
Vengeance Sound,Essential Dubstep Vol. 2,VDUB2 Melody Loops,VDUB2 Melody 84 E 140bpm,,Battle with Metal Sonic [US ver. Remix],
Vengeance Sound,Essential Dubstep Vol. 2,VDUB2 Snares,VDUB2 Snare 179,,Battle with Metal Sonic [US ver. Remix],
Vengeance Sound,Essential House Vol. 2,VEH2 Cymbals -> VEH2 Crash,VEH2 Crash - 03,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
Vengeance Sound,Essential House Vol. 2,VEH2 Cymbals -> VEH2 Crash,VEH2 Crash - 23,,"Infinite, Battle with Infinite - First Bout, Battle with Infinite: Second Bout ",
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Heavy,I Know You Love It 175bpm,,Fighting Onward - Space Port,
Zero-G,Total Rex,Jungle Warfare Volume 1 -> Straight Loops 2,Limiter 162,,Nowhere to Run - Prison Hall,
Zero-G,Total Rex,Total Drum & Bass -> Drum Loops -> 160 BPM,Raipur,,"Virtual Enemies - Capital City, Enemy Territory [Westopolis Remix]",
Zero-G,Total Rex,Total Drum & Bass -> Drum Loops -> 160 BPM,Rem,,Eggman's Facility [Rhythm and Balance Remix],
Stuff to Find,,,,,,
Heavyocity,Damage,,,,"Theme of the Resistance, Action on the Rails, Up to the Challenge, Mission Failed",
Native Instruments,Rise and Hit,,,,Theme of the Resistance,
reFX,Nexus²,,,Synth Lead at 0:14,Network Terminal,
Spectrasonics,Omnisphere,,,Synth Pluck sound,Imperial Tower,
Vengeance Sound,?,,,,,
Sonic Frontiers,,"(Released: November 8, 2022)",,,,
91Vocals,Vocal Hooks: Mint Label,VHM_vocal_hooks,VHM_140_vocal_hook_bring_me_back,,Cyber Space 3-5: BMB,
Bingoshakerz,Grooving House Vol. 2,FX Loops,FX Loop 01 125 Gb,,Cyber Space 2-4: Hype Street,
Bingoshakerz,Grooving House Vol. 2,Synth Loops,Synth Loop 37 125 Db,,Cyber Space 3-4: Constructure,
Black Octopus Sound,80s Disco Funk by Basement Freaks,_(WAVs)_Music_Loops -> _(WAVs)_Synth_Loops,120 - Bm - Disco House Piano Loop 02,,Cyber Space 2-4: Hype Street,
Cymatics,Savage Drums For Trap: Gold Edition,Drum One Shots -> Percs -> Weird Percs,Cymatics - Weird Perc 14,,Cyber Space 4-4: Wishes In The Wind,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_basses,ACEAURA_bass_loop_genesis_01_150,,Cyber Space 4-1: Exceed Mach,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_basses,ACEAURA_bass_loop_rat_bass_01_150,,Cyber Space 4-1: Exceed Mach,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_basses,ACEAURA_bass_oneshot_banshee_Fmin,,Cyber Space 4-1: Exceed Mach,
Disciple Samples,Chime & Ace Aura - Melodic Riddim Vol. 1,CHIME_ACEAURA_drums -> CHIME_ACEAURA_fills,CHIME_drum_fill_breakbeater_150,,Cyber Space 4-1: Exceed Mach,
Disciple Samples,Modestep Bass Evolution Pack,MODE_drum_loops,MODE_drum_loops_150_PhoneLineKru,,Cyber Space 4-2: Ephemeral,
Disciple Samples,Modestep Bass Evolution Pack,MODE_rewinds,MODE_rewind_Messy,,Cyber Space 4-2: Ephemeral,
Disciple Samples,Spicy Trap House Vol. 1,ELIMINATE_MDSTP_drum_builds,ELIMINATE_MDSTP_build_extrasauce_150,,Cyber Space 4-5: Arrow of Time,
Disciple Samples,Spicy Trap House Vol. 1,ELIMINATE_MDSTP_drum_builds,ELIMINATE_MDSTP_incomingbanger_150,,Cyber Space 4-5: Arrow of Time,
Disciple Samples,Spicy Trap House Vol. 1,ELIMINATE_MDSTP_drum_fills,ELIMINATE_MDSTP_fill_rastatom_150,,Cyber Space 4-5: Arrow of Time,
Disciple Samples,Spicy Trap House Vol. 1,ELIMINATE_MDSTP_drum_fills,ELIMINATE_MDSTP_trippingsandwich_150,,Cyber Space 4-5: Arrow of Time,
Disciple Samples,Spicy Trap House Vol. 1,ELIMINATE_MDSTP_drum_loops,ELIMINATE_MDSTP_loop_jogging_150,,Cyber Space 4-5: Arrow of Time,
KORG,Gadget,Otorii,FANTASY ZONE DRUM,,Island Mystery: Pinball,
KORG,M1 Legacy Collection,PROG,K01 01 M1HousePiano,,"Cyber Space 4-3: Rumble Rave, Cyber Space 4-6: Fog Funk",
KORG,M1 Legacy Collection,PROG,M01 53 Voice Wave,,Cyber Space 1-4: Genshi,
KORG,M1 Legacy Collection,PROG,M03 13 VoiceWind,,Cyber Space 3-4: Constructure,
Prime Loops,Liquid D&B Essentials,Drum_Loops -> Full_Drum_Loops,Bpm169_Breakbeat_Break_PL,,Cyber Space 2-4: Hype Street,
reFX,Nexus²,XP Trance Universe -> Arpeggio,AR Acid Force,,Cyber Space 4-9: Signs,
Renraku,ALEPH - OUTLINE 001,Loops -> Percs,RKU_ALEPH_PERCLOOP_GARAGE_141bpm,,Cyber Space 1-6: Go Back 2 Your Roots,
Reveal Sound,Spire,Plucks,PL Tech Click 2,,Cyber Space 4-1: Exceed Mach,
Sample Magic,Around The World In 80 Raves,160 bpm -> beats 160bpm,fwd_160_bigtribe,,Cyber Space 2-4: Hype Street,
Sample Magic,Around The World In 80 Raves,160 bpm -> beats 160bpm,fwd_160_dustybeat2,,"Cyber Space 2-4: Hype Street, Cyber Space 3-2: Go Slap",
Sample Magic,Around The World In 80 Raves,160 bpm -> beats 160bpm,fwd_160_streetbeat,Also in Zero-G Jungle Warfare 1,Cyber Space 2-4: Hype Street,
Samplemodeling,The Sax Brothers,,Mr.Sax A v1.51,,Quest: SOS Backup,
Samplemodeling,The Trumpet 3,,Trumpet 1 v3,,"Jingle: Quest - Intro, Jingle: Quest - Start, Quest: SOS Backup, Jingle: Quest - Fail, Jingle: Quest - Clear",
Spectrasonics,Omnisphere 2,Spotlight - EDM -> Keyboards,House Piano Dark,,Cyber Space 4-6: Fog Funk,
Spectrasonics,Omnisphere 2,Spotlight - EDM -> Synth Bass,SID Playful Bass,,Cyber Space 4-6: Fog Funk,
Splice Sounds,Apashe Majestic Sample Pack,APASHE_tonal -> APASHE_synths_basses,APASHE_horn_classic_F,,Cyber Space 4-1: Exceed Mach,
Splice Sounds,Apashe Majestic Sample Pack,APASHE_tonal -> APASHE_synths_basses,APASHE_synth_screech_03_F,,Cyber Space 4-1: Exceed Mach,
Splice Sounds,Orbit Sounds: Future Space,DrumPerc_Loops -> Drum_Fills,ORBIT_Fill_Warrior_Toms_150,,Cyber Space 2-4: Hype Street,
Splice Sounds,Sounds of KSHMR Vol. 1,KSHMR Cymbals -> Crashes,KSHMR Crash 04,,Cyber Space 4-1: Exceed Mach,
Splice Sounds,Sounds of KSHMR Vol. 1,KSHMR Fills -> Short Drum Fills,KSHMR Short Fill 20,,"Cyber Space 4-8: No Pain, No Gain",
Splice Sounds,Sounds of KSHMR Vol. 2,Drum Loops -> Cinematic Drum Loops,KSHMR Cinematic Drums 128BPM 06,Sampled from Heaviocity's Damage,Miniboss: Tutorial,
Splice Sounds,Sounds of KSHMR Vol. 2,Fills -> 128BPM Short Fills,KSHMR Short Fill 128BPM 01,,Cyber Space 1-6: Go Back 2 Your Roots,
Splice Sounds,Sounds of KSHMR Vol. 2,Fills -> 128BPM Short Fills,KSHMR Short Fill 128BPM 08,,"Cyber Space 4-8: No Pain, No Gain",
Splice Sounds,Sounds of KSHMR Vol. 2,Fills -> 128BPM Short Fills,KSHMR Short Fill 128BPM 27,,"Cyber Space 4-8: No Pain, No Gain",
Splice Sounds,Tynan Tybrid Sounds Vol 2,TYNAN_drums -> TYNAN_drum_builds,TYNAN_build_loop_doubtful_172,,Cyber Space 1-5: Dropaholic,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_fx -> V_RIOT_fx_impacts,V_RIOT_fx_impact_clap,,Cyber Space 4-9: Signs,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_fx -> V_RIOT_fx_one_shots,V_RIOT_fx_one_shot_hit,,Cyber Space 3-1: Escape the Loop,
Test Press,Jump-Up,loops -> live_drum_break_x_7,tp_ju_174_live_drum_loop_utter,,"Cyber Space 2-1: Slice & Sway, Cyber Space 3-1: Escape the Loop, Cyber Space 4-7: Rewind to Go Ahead",
Test Press,Liquid DnB,loops -> drum_loops,ldb_drum_loop_breakwater_hat_172,,Cyber Space 2-5: Déjà vu,
Test Press,Liquid DnB,loops -> kits -> kit02,ldb_echoes_bass_mid_loop_172_Fmin,,Cyber Space 2-5: Déjà vu,
Test Press,Liquid DnB,loops -> kits -> kit05,ldb_fraud_bass_sub_loop_172_Fmin,,Cyber Space 2-5: Déjà vu,
Test Press,Liquid DnB,one-shots -> drum_one-shots -> cymbals,ldb_crash_one_shot_live_xox,Pitched up around 100 cents,Cyber Space 2-5: Déjà vu,
Test Press,Levela - Cerebral DnB,loops -> fx_loops,tp_cdnb_fx_loop_reload,,"Cyber Space 4-2: Ephemeral, Cyber Space 2-1: Slice & Sway",
Test Press,Levela - Cerebral DnB,one-shots -> fx_one-shots,tp_cdnb_fx_stuttered_fill,,Cyber Space 4-2: Ephemeral,
UJAM,Beatmaker Void,Factory -> Drum & Bass,Ruff & Tuff,,Cyber Space 1-7: Time Flyer,
Vengeance Sound,VPS Avenger,Factory -> Arp,AR TimeFly,,Cyber Space 1-7: Time Flyer,
Vengeance Sound,VPS Avenger,Factory -> Organ,OR Andy's M1,,Cyber Space 2-5: Déjà vu,
Zero-G,Datafile 3,Track 58 - Misc. House FX -> TS 0:03,Air-Raid,Possibly from Splice,Cyber Space 4-3: Rumble Rave,
Zero-G,EZ Rollers Drum & Bass Producer,Breaks -> Punchy,Slither 170bpm,,Cyber Space 3-1: Escape the Loop,
The Final Horizon,,"(Released: September 28, 2023)",,,,
Black Octopus Sound,Dawdio London Liquid,Loops -> Drum Loops -> Drum Loop Toppy,BOS_DLL_174_Drum_Loop_Toppy_Tops,,Cyber Space 4-D: Rumble Rave Remix,
Capsun ProAudio,Distant Bliss & Chill Hop,Melodic Loops -> Vocals,DBC_90_vocal_revealing_hearts_A#m,,Blood Flow - Knuckles Mvt.,
Disciple Samples,VR x Modestep: Spicy Riddim Drums,Drums -> Drum Fills,150_fill_flangermovement,,Cyber Space 4-A: Genshi Remix,
Disciple Samples,VR & Modestep - Spicy Riddim Drums 2,one_shots -> fill_one_shots,SRD2_drum_fill_classicriddimfill_faster,,Cyber Space 4-I - Time Flyer Remix,
Origin Sound,Lovesick - RnB Soul,Vocals -> Loops,OS_LS_130_A#m_Hot_Head_Adlib_Vocal,,Blood Flow - Knuckles Mvt.,
Sample Magic,Classic Jungle,breaks_&_drum_loops -> 170,cj_170_drum_loop_asylum,,Cyber Space 4-A: Genshi Remix,
Sample Magic,Classic Jungle,breaks_&_drum_loops -> 170,cj_170_drum_loop_fink,,Cyber Space 4-A: Genshi Remix,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_bass -> V_RIOT_bass_glitches,V_RIOT_bass_glitch_rewind,,Cyber Space 4-E - Dropaholic Remix,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_fx -> V_RIOT_fx_one_shots,V_RIOT_fx_one_shot_hit,,Cyber Space 4-B - Escape the Loop Remix,
Splice Sounds,Virtual Riot: Heavy Bass Design,V_RIOT_fx -> V_RIOT_fx_one_shots,V_RIOT_fx_one_shot_overdrive_01,,Cyber Space 4-H: Wishes in the Wind Remix,
Sonic X Shadow Generations,,"(Released: October 25, 2024)",,,,
Cymatics,Lofi Toolkit,Drums - Loops -> Top Loops,Cymatics - Lofi Top Loop 4 - 75 BPM,,Collection Room,
Disciple Samples,Skybreak - Colorful Dubstep Vol. 1,,DS_SCD_150_synth_arp_loop_cybernetic_em,,ARK Act 1,
Disciple Samples,Fox Stevenson: Universal Samples Vol. 1,Audio -> drums -> drum loops -> full loops,Fox Drum Loop bigsqueeze 03 160,,Tokyo Act 1 (Westopolis RMX),
Moment,"Deck Thrashers XR, a DJ Fuck moment",,MO_DJF_159_drum_break_what_filter_fills,,Space Colony Ark Act 1,
Spectrasonics,Stylus RMX,RMX Grooves -> 140-Atomic ZOO,140-Atomic ZOO Break 2,,Space Colony Ark Act 2,
Xfer Records,Serum,Bass (Hard),BA Inertia Wobbler [SN],Edited LFO1,Chaos Island Act 1,
Xfer Records,Serum,Leads,LD booty [AF],,Chaos Island Act 1,
Xfer Records,Serum,Sequences,SQ Automator 3 [GS],,Kingdom Valley Act 1,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Section 3 - Portable,,,,,,
,,,,,,
Sonic Advance ★,,"(Released: December 20, 2001)",,"(Music by: Tatsuyuki Maeda, Yutaka Minobe)",,
Hover over this row for Additional Information,,,,,,
EastWest,Tekno/Industrial,Track 08 -> TS 0:00,Distort Loop,,EGG X (X-Zone Boss 3),
KORG,01/W,PROG -> Bank A,A01 16' Piano,0x783130,"Ice Mountain Act 1, Egg Rocket",
KORG,01/W,PROG -> Bank A,A05 VS Bells 1,"0x70d678, 0x7899c8","Casino Paradise Zone Act 2, Ice Mountain Act 1, Egg Rocket",
KORG,01/W,PROG -> Bank A,A27 Analog Pad,0x7791c0,"Ice Mountain Act 1, Angel Island Act 1",
KORG,01/W,PROG -> Bank A,A78 Expecting,0x787880,"Ice Mountain Act 2, Angel Island Act 1, Egg Rocket Zone",
KORG,01/W,PROG -> Bank B,B09 MrProducer,0x73734c // Synth Tom,Special Stage,
KORG,TRINITY,Programs -> Bank A,A001 Acoustic Piano,"0x714df0, 0x728698",Special Ending,
KORG,TRINITY,Programs -> Bank A,A008 Standard Kit,"0x72a25c, 0x72ab0c",-Used throughout the soundtrack-,
KORG,TRINITY,Programs -> Bank A,A012 Stereo Brass,"0x6db9d8, 0x6e4134","Casino Paradise Zone Act 1, Ice Mountain Zone Act 2, Knuckles Boss 1, X-Zone",
KORG,TRINITY,Programs -> Bank A,A040 ! (Mega-Mix) ! Kit,"0x736b9c, 0x73638c","Intro, Title, Casino Paradise Zone Act 1, Ice Mountain Zone Act 2, Knuckles Boss 1",
KORG,TRINITY,Programs -> Bank A,A088 Jazz/Brush Kits,0x774c1c,,
KORG,TRINITY,Programs -> Bank B,B036 Dad's JazzGuitar,0x726e84,Casino Paradise Zone Act 2,
KORG,TRINITY,Programs -> Bank B,B037 Pluck Bell,0x6fc168,Special Ending,
KORG,TRINITY,Programs -> Bank B,B072 Orch/Ethnic Kits,"0x72c91c, 0x72d220",Neo Green Hill Act 1,
Roland,JV-2080,PR-D (GM),002 Piano 2,"0x6f90a8, 0x704640","Casino Paradise Zone Act 1, Casino Paradise Act 2",
Roland,JV-2080,PR-D (GM),011 Music Box,0x721264,Opening,
Roland,JV-2080,PR-D (GM),019 Organ 3,,"Intro, Title, -Used throughout the soundtrack-",
Roland,JV-2080,PR-D (GM),048 Timpani,0x6f5af0,"Boss, X-Zone Boss 1, X-Zone Boss 2",
Roland,JV-2080,PR-D (GM),056 Orchestra Hit,0x700058,"Boss, X-Zone, EGG X (X-Zone Boss 3)",
Roland,JV-2080,PR-D (GM),064 Synth Brass2,"0x6dd2cc, 0x6e7110","Neo Green Hill Act 1, Neo Green Hill Act 2",
Roland,JV-2080,PR-D (GM),066 Alto Sax,0x6f4dc0,"Casino Paradise Act 1, Casino Paradise Act 2",
Roland,JV-2080,PR-E,023 Stacc.Heaven,0x6e0a40,"Neo Green Hill Act 1, Neo Green Hill Act 2, Special Stage",
Roland,JV-2080,Rhythm Set -> USER,002 JazzDrumSet1,"0x731dd0, 0x735bd8","Opening, Title, Zone Select, Neo Green Hill Zone Act 1",
Roland,JV-2080,Rhythm Set -> PR-B,001 PowerDrumSet,0x73e8d8,,
Roland,SR-JV80-02 Orchestral,XP-X,004 VI Sect mono,0x70212c,Boss,
Roland,SR-JV80-02 Orchestral,XP-X,100 Bassoon 1,0x6eb9dc,Game Over,
Roland,SR-JV80-02 Orchestral,XP-X,127 F.Horn sc x4,0x6fce7c,"Boss, X-Zone, Eggman's Theme, Mecha Knuckles Battle, Credits",
Roland,SR-JV80-02 Orchestral,XP-X,186 Harp 1,0x6f806c,Eggman's Theme,
Roland,SR-JV80-02 Orchestral,XP-X,242 Piatti!!,0x72dc90,Boss,
Sound Ideas,Sci-Fi Series 8000,8001-02-03 00:00:00,AIR,"ROOM BREATHING: SHORT WIND DRONE,",Opening,
Spectrasonics,Symphony Of Voices,CD 2 -> Partition D -> BIG CHORD,BIG MIN C4,0x717bb8,EGG-X (X-Zone Boss 3),
Yamaha,EX5,Internal 2,006 Ba:BasslineB,"0x6ef494, 0x6f2288","Secret Base Act 1, Secret Base Act 2, Final Boss",
Yamaha,EX5,PRE2,123 DR:Pop Kit,0x72b784,"Opening, Neo Green Hill Act 1",
Zero-G,The Funky Element,Track 04 - vinyl-style loops -> TS 0:54,street funk break 112,,Secret Base Act 1,
Stuff to Find,,,,,,
?,?,,,0x6ebcdc // Lowpassed Saw,"Secret Base Act 1, Used throughout the OST",
?,?,,,0x6ec8b0 // Rhodes,"Secret Base Act 1, Used throughout the OST",
?,?,,,Funky Guitar Phrases,Neo Green Hill Act 2,
?,?,,,0x77cf88 // Bell Pad,Angel Island Act 1,
?,?,,,0x776e40 // Piano,[Unused],
Tiny Chao Garden,,,,,,
Roland,JV-2080,PR-D (GM),023 Harmonica,,"Tiny Chao Garden, Chao Mini-Game",
Roland,JV-2080,PR-D (GM),106 Banjo,,Tiny Chao Garden,
Sonic Advance 2,,"(Released: December 19, 2002)",,"(Music by: Tatsuyuki Maeda, Yutaka Minobe, Teruhiko Nakagawa)",,
All other instruments come from Sonic Advance using sample addresses from an NTSC ROM.,,,,,,
Best Service,Dance Mega Jungle/Rave,Partition C -> 022 160.02,160 BPM 02,,"Knuckles Boss, Techno Base Act 2",
Best Service,Dance Mega Jungle/Rave,Partition D -> 026 160.06,160 BPM 06,160 37.15,Techno Base Act 2,
EastWest,Tekno/Industrial,Track 08 -> TS 0:00,Distort Loop,,[Unused?],
EastWest,Tekno/Industrial,Track 83 - Drum Loops -> TS 1:28,Alarming Loop,,Boss Pinch,
EastWest,Tekno/Industrial,Track 84 - Drum Loops  -> TS 1:54,Gated Gtr. Loop,,[Unused],
EastWest,Tekno/Industrial,Track 84 - Drum Loops  -> TS 2:05,Unknown Loop,,[Unused],
e-LAB,The X-Static Sample Disc,Track 03 -> TS 0:23,03 SAMPLES FROM S12,,Techno Base Act 1,
e-LAB,The X-Static Sample Disc,Track 07 -> TS 1:02,07 SAMPLES FROM XFH,,Techno Base Act 1,
e-LAB,X-Static Goldmine 1,XEa_LoopTools -> EA_125_Loops_and_Seq,EA6524_Seq_Vocode8,,Techno Base Act 1,
E-MU Systems,Classic Series: Vol. 12 ,CD 2 -> Synth Mania    X,raw:Spectrum Pad,0xbaa2dc,Super Eggrobo-Z (Final Boss),
KORG,01/W,COMBI -> Bank A,A14 Whammy&Pad,0xc30f08,"Leaf Forest Act 1, Leaf Forest Act 2, Hot Crater Act 1, Hot Crater Act 2",
KORG,01/W,PROG -> Bank A,A83 Flute,0xc2f978,"Music Plant Act 1, Music Plant Act 2",
KORG,01/W,PROG -> Bank B,B22 Brass 1,0xc41820,Music Plant Act 2,
KORG,01/W,PROG -> Bank B,B90 Spectrum,0xb9db80,Egg Utopia Act 2,
KORG,TRINITY,Programs -> Bank A,A020 Studio Strato,0xbbc26c,,
KORG,TRITON-Rack,Programs -> Bank A,A103 Full Drawbars,"0xc3a298, 0xc382f4",True Area 53,
KORG,TRITON-Rack,Programs -> Bank A,A124 Espress Lead,0xc4c92c,"Leaf Forest Act 1, Leaf Forest Act 2",
KORG,TRITON-Rack,Programs -> Bank B,B108 Fat Syn Sync,,"EX Demo B, True Area 53, Extra Ending",
KORG,TRITON-Rack,Programs -> Bank B,B115 Harmonica,0xc517b0,"Ice Paradise Act 1, Ice Paradise Act 2, Extra Ending",
KORG,TRITON-Rack,Programs -> Bank D,D023 Overdrive BX3,0x8c3f3e0,Options [ADV2],
Roland,JV-2080,PR-C,059 Warmth,0xbbd0e4,,
Roland,JV-2080,PR-D (GM),012 Vibraphone,0xba62e0,Music Plant (SFX),
Roland,JV-2080,PR-D (GM),019 Organ 3,,-Used throughout the soundtrack-,
Roland,JV-2080,PR-D (GM),061 French Horn,0xb756e4,Music Plant (SFX),
Roland,JV-2080,PR-D (GM),076 Pan Flute,0xbbb180,Music Plant (SFX),
Roland,JV-2080,PR-E,023 Stacc.Heaven,0xbb8f2c,Ice Paradise Act 1,
Roland,JV-2080,Waveform -> INT-A,230 D-50 Brass B,,"Knuckles Boss, Techno Base Act 2",
Roland,SOUND Canvas SC-88 Pro,SC-88 Map -> Drum Set,050 ETHNIC,0xbd2f00 // Conga Slide,Knuckles Demo,
Roland,SR-JV80-02 Orchestral,XP-X,092 Oboe 1,0xbc0d9c,,
Roland,SR-JV80-02 Orchestral,XP-X,216 TubulaBells1,0xbc3dd4,"Ice Paradise Act 1, Ice Paradise Act 2",
Roland,U-220,Patch,P-11: Heavy Guitar [011],0xc37240,"Hot Crater Act 1, Hot Crater Act 2, True Area 53",
Steinberg,Virtual Guitarist,Acoustic Guitar -> Teenie,3. Ringing,,Ice Paradise Act 2,
Steinberg,Virtual Guitarist,Electric Guitar -> Ultra II,1. Punish,0xbc6304,Boss,
Stuff to Find,,,,,,
KORG,?,,Bright Pad Chords,,"Leaf Forest Act 1, Leaf Forest Act 2",
KORG,?,,Orchestra Hit,0xbafdc0,"Egg Utopia Act 1, Egg Utopia Act 2, Egg Utopia Boss",
?,?,,Clav Chord,0xc41284,Hot Crater Act 2,
Sonic Pinball Party,,"(Released: May 27, 2003)",,"(Music by: Tatsuyuki Maeda, Teruhiko Nakagawa, Yutaka Minobe)",,
